tempo	theta	ref	usig
10.000	54.972	20.000	41.545
10.001	54.969	20.000	41.545
10.002	55.012	20.000	41.545
10.003	54.976	20.000	41.545
10.004	54.951	20.000	41.545
10.005	54.990	20.000	41.545
10.006	54.955	20.000	41.545
10.007	54.940	20.000	41.545
10.008	54.955	20.000	41.545
10.009	54.955	20.000	41.545
10.010	54.990	20.000	41.545
10.011	54.937	20.000	41.545
10.012	54.972	20.000	41.545
10.013	54.972	20.000	41.545
10.014	54.826	20.000	41.545
10.015	55.001	20.000	41.545
10.016	54.922	20.000	41.545
10.017	54.926	20.000	21.545
10.018	54.965	20.000	21.545
10.019	54.955	20.000	21.545
10.020	54.976	20.000	21.545
10.021	54.987	20.000	21.545
10.022	54.962	20.000	21.545
10.023	54.940	20.000	21.545
10.024	54.901	20.000	21.545
10.025	54.833	20.000	21.545
10.026	54.723	20.000	21.545
10.027	54.794	20.000	21.545
10.028	54.919	20.000	21.545
10.029	54.965	20.000	21.545
10.030	54.976	20.000	21.545
10.031	55.022	20.000	21.545
10.032	55.051	20.000	21.545
10.033	55.040	20.000	21.545
10.034	54.708	20.000	21.545
10.035	54.755	20.000	21.545
10.036	54.872	20.000	21.545
10.037	54.484	20.000	21.545
10.038	54.701	20.000	21.545
10.039	54.937	20.000	21.545
10.040	54.559	20.000	21.545
10.041	54.266	20.000	21.545
10.042	54.287	20.000	21.545
10.043	54.569	20.000	21.545
10.044	54.377	20.000	21.545
10.045	54.223	20.000	21.545
10.046	53.938	20.000	21.545
10.047	54.052	20.000	21.545
10.048	54.077	20.000	21.545
10.049	53.874	20.000	21.545
10.050	54.016	20.000	21.545
10.051	54.184	20.000	21.545
10.052	54.334	20.000	21.545
10.053	54.348	20.000	21.545
10.054	54.273	20.000	21.545
10.055	54.262	20.000	21.545
10.056	54.113	20.000	21.545
10.057	54.559	20.000	21.545
10.058	54.434	20.000	21.545
10.059	53.945	20.000	21.545
10.060	54.905	20.000	61.545
10.061	54.994	20.000	61.545
10.062	54.965	20.000	61.545
10.063	54.969	20.000	61.545
10.064	54.990	20.000	61.545
10.065	54.976	20.000	61.545
10.066	54.983	20.000	61.545
10.067	54.905	20.000	61.545
10.068	54.980	20.000	61.545
10.069	54.987	20.000	61.545
10.070	54.922	20.000	61.545
10.071	54.980	20.000	61.545
10.072	55.019	20.000	61.545
10.073	54.987	20.000	61.545
10.074	54.919	20.000	61.545
10.075	54.905	20.000	61.545
10.076	54.901	20.000	61.545
10.077	54.887	20.000	61.545
10.078	54.962	20.000	61.545
10.079	54.897	20.000	61.545
10.080	54.922	20.000	61.545
10.081	55.001	20.000	61.545
10.082	54.969	20.000	61.545
10.083	54.980	20.000	61.545
10.084	54.922	20.000	61.545
10.085	54.919	20.000	61.545
10.086	54.915	20.000	61.545
10.087	54.944	20.000	61.545
10.088	54.915	20.000	61.545
10.089	54.922	20.000	61.545
10.090	54.969	20.000	61.545
10.091	54.969	20.000	61.545
10.092	54.965	20.000	61.545
10.093	54.958	20.000	61.545
10.094	54.972	20.000	61.545
10.095	54.937	20.000	41.545
10.096	54.912	20.000	41.545
10.097	54.901	20.000	41.545
10.098	54.887	20.000	41.545
10.099	54.872	20.000	41.545
10.100	54.937	20.000	41.545
10.101	54.897	20.000	41.545
10.102	54.930	20.000	41.545
10.103	54.958	20.000	41.545
10.104	54.922	20.000	41.545
10.105	54.933	20.000	41.545
10.106	54.894	20.000	41.545
10.107	54.980	20.000	41.545
10.108	54.944	20.000	41.545
10.109	54.947	20.000	41.545
10.110	54.819	20.000	41.545
10.111	54.405	20.000	41.545
10.112	54.266	20.000	41.545
10.113	54.056	20.000	41.545
10.114	54.184	20.000	41.545
10.115	54.584	20.000	41.545
10.116	54.723	20.000	41.545
10.117	54.790	20.000	41.545
10.118	54.897	20.000	41.545
10.119	54.887	20.000	41.545
10.120	54.980	20.000	41.545
10.121	54.965	20.000	41.545
10.122	54.997	20.000	41.545
10.123	54.990	20.000	41.545
10.124	54.980	20.000	41.545
10.125	54.951	20.000	41.545
10.126	54.202	20.000	41.545
10.127	54.106	20.000	41.545
10.128	54.491	20.000	41.545
10.129	54.748	20.000	41.545
10.130	54.855	20.000	41.545
10.131	54.897	20.000	41.545
10.132	54.930	20.000	41.545
10.133	54.926	20.000	41.545
10.134	54.933	20.000	41.545
10.135	54.947	20.000	41.545
10.136	54.972	20.000	41.545
10.137	54.955	20.000	41.545
10.138	54.944	20.000	41.545
10.139	54.962	20.000	41.545
10.140	54.990	20.000	41.545
10.141	55.004	20.000	41.545
10.142	54.987	20.000	41.545
10.143	55.026	20.000	41.545
10.144	54.980	20.000	41.545
10.145	54.958	20.000	41.545
10.146	54.912	20.000	41.545
10.147	54.912	20.000	41.545
10.148	54.876	20.000	41.545
10.149	54.915	20.000	41.545
10.150	54.908	20.000	41.545
10.151	54.962	20.000	41.545
10.152	54.897	20.000	41.545
10.153	54.962	20.000	41.545
10.154	54.908	20.000	41.545
10.155	54.926	20.000	41.545
10.156	54.969	20.000	41.545
10.157	54.951	20.000	41.545
10.158	55.001	20.000	41.545
10.159	54.983	20.000	41.545
10.160	55.033	20.000	61.545
10.161	54.972	20.000	61.545
10.162	54.926	20.000	61.545
10.163	54.270	20.000	61.545
10.164	54.405	20.000	61.545
10.165	54.641	20.000	61.545
10.166	54.830	20.000	61.545
10.167	54.869	20.000	61.545
10.168	54.901	20.000	61.545
10.169	54.919	20.000	61.545
10.170	54.955	20.000	61.545
10.171	55.004	20.000	61.545
10.172	54.994	20.000	61.545
10.173	54.919	20.000	61.545
10.174	54.972	20.000	61.545
10.175	54.987	20.000	61.545
10.176	54.980	20.000	61.545
10.177	54.962	20.000	61.545
10.178	54.958	20.000	61.545
10.179	54.951	20.000	61.545
10.180	54.955	20.000	61.545
10.181	54.990	20.000	61.545
10.182	54.987	20.000	61.545
10.183	54.987	20.000	61.545
10.184	55.012	20.000	61.545
10.185	55.044	20.000	61.545
10.186	55.019	20.000	61.545
10.187	55.001	20.000	61.545
10.188	54.962	20.000	61.545
10.189	54.969	20.000	61.545
10.190	54.955	20.000	61.545
10.191	54.990	20.000	61.545
10.192	54.987	20.000	61.545
10.193	54.987	20.000	61.545
10.194	55.012	20.000	61.545
10.195	55.044	20.000	61.545
10.196	55.019	20.000	61.545
10.197	55.033	20.000	61.545
10.198	54.980	20.000	61.545
10.199	54.983	20.000	61.545
10.200	54.933	20.000	61.545
10.201	54.976	20.000	61.545
10.202	54.962	20.000	61.545
10.203	54.930	20.000	61.545
10.204	54.926	20.000	61.545
10.205	54.933	20.000	61.545
10.206	54.912	20.000	61.545
10.207	54.947	20.000	61.545
10.208	54.940	20.000	61.545
10.209	54.926	20.000	61.545
10.210	54.901	20.000	61.545
10.211	54.755	20.000	61.545
10.212	54.548	20.000	61.545
10.213	53.792	20.000	61.545
10.214	53.535	20.000	41.545
10.215	53.442	20.000	41.545
10.216	53.374	20.000	41.545
10.217	53.100	20.000	41.545
10.218	52.889	20.000	41.545
10.219	53.092	20.000	41.545
10.220	52.757	20.000	41.545
10.221	52.964	20.000	41.545
10.222	52.946	20.000	41.545
10.223	52.825	20.000	41.545
