tempo	theta	ref	usig
5.539	50.065	50.000	41.655
5.540	50.126	50.000	41.655
5.541	50.140	50.000	41.655
5.542	50.186	50.000	41.655
5.543	50.229	50.000	41.655
5.544	50.269	50.000	41.655
5.545	50.165	50.000	41.655
5.546	50.301	50.000	41.655
5.547	50.272	50.000	41.655
5.548	50.197	50.000	41.655
5.549	50.265	50.000	41.655
5.550	50.269	50.000	41.655
5.551	50.240	50.000	41.655
5.552	50.229	50.000	41.655
5.553	50.222	50.000	41.655
5.554	50.297	50.000	41.655
5.555	50.279	50.000	41.655
5.556	50.308	50.000	41.655
5.557	50.251	50.000	41.655
5.558	50.111	50.000	41.655
5.559	50.204	50.000	41.655
5.560	50.154	50.000	41.655
5.561	50.276	50.000	41.655
5.562	50.229	50.000	41.655
5.563	50.240	50.000	41.655
5.564	50.312	50.000	41.655
5.565	50.287	50.000	41.655
5.566	50.283	50.000	41.655
5.567	50.269	50.000	41.655
5.568	50.190	50.000	41.655
5.569	50.151	50.000	41.655
5.570	50.194	50.000	41.655
5.571	50.219	50.000	41.655
5.572	50.161	50.000	41.655
5.573	50.272	50.000	41.655
5.574	50.344	50.000	41.655
5.575	50.326	50.000	41.655
5.576	50.344	50.000	41.655
5.577	50.419	50.000	41.655
5.578	50.745	50.000	41.655
5.579	51.064	50.000	41.655
5.580	51.207	50.000	41.655
5.581	51.314	50.000	41.655
5.582	51.389	50.000	41.655
5.583	51.350	50.000	41.655
5.584	51.425	50.000	41.655
5.585	51.325	50.000	41.655
5.586	51.343	50.000	41.655
5.587	51.346	50.000	41.655
5.588	51.253	50.000	41.655
5.589	51.361	50.000	41.655
5.590	51.411	50.000	41.655
5.591	51.336	50.000	41.655
5.592	51.336	50.000	41.655
5.593	51.311	50.000	41.655
5.594	51.411	50.000	41.655
5.595	51.364	50.000	41.655
5.596	51.379	50.000	41.655
5.597	51.364	50.000	41.655
5.598	51.325	50.000	41.655
5.599	51.318	50.000	41.655
5.600	50.272	50.000	41.655
5.601	50.161	50.000	41.655
5.602	51.400	50.000	41.655
5.603	51.343	50.000	41.655
5.604	51.386	50.000	41.655
5.605	51.397	50.000	41.655
5.606	51.311	50.000	41.655
5.607	50.928	50.000	41.655
5.608	50.602	50.000	41.655
5.609	50.555	50.000	41.655
5.610	50.272	50.000	41.655
5.611	50.161	50.000	41.655
5.612	50.151	50.000	41.655
5.613	50.179	50.000	41.655
5.614	50.219	50.000	41.655
5.615	50.143	50.000	41.655
5.616	50.222	50.000	41.655
5.617	50.093	50.000	41.655
5.618	49.989	50.000	41.655
5.619	50.054	50.000	41.655
5.620	49.803	50.000	41.655
5.621	49.588	50.000	41.655
5.622	49.735	50.000	41.655
5.623	49.889	50.000	41.655
5.624	50.122	50.000	41.655
5.625	50.194	50.000	41.655
5.626	50.122	50.000	41.655
5.627	49.545	50.000	41.655
5.628	49.560	50.000	41.655
5.629	49.692	50.000	41.655
5.630	49.800	50.000	41.655
5.631	49.692	50.000	41.655
5.632	49.893	50.000	41.655
5.633	50.004	50.000	41.655
5.634	49.689	50.000	41.655
5.635	49.904	50.000	41.655
5.636	50.147	50.000	41.655
5.637	50.197	50.000	41.655
5.638	50.226	50.000	41.655
5.639	50.229	50.000	41.655
5.640	50.294	50.000	41.655
5.641	50.294	50.000	41.655
5.642	49.814	50.000	41.655
5.643	49.517	50.000	41.655
5.644	49.839	50.000	41.655
5.645	49.510	50.000	41.655
5.646	49.936	50.000	41.655
5.647	50.047	50.000	41.655
5.648	50.079	50.000	41.655
5.649	50.133	50.000	41.655
5.650	50.201	50.000	41.655
5.651	50.219	50.000	41.655
5.652	50.233	50.000	41.655
5.653	50.283	50.000	41.655
5.654	49.846	50.000	41.655
5.655	49.950	50.000	41.655
5.656	49.918	50.000	41.655
5.657	49.513	50.000	41.655
5.658	49.417	50.000	41.655
5.659	49.742	50.000	41.655
5.660	49.993	50.000	41.655
5.661	50.068	50.000	41.655
5.662	50.129	50.000	41.655
5.663	50.047	50.000	41.655
5.664	49.721	50.000	41.655
5.665	49.997	50.000	41.655
5.666	49.617	50.000	41.655
5.667	49.535	50.000	41.655
5.668	49.610	50.000	41.655
5.669	49.796	50.000	41.655
5.670	49.896	50.000	41.655
5.671	50.244	50.000	41.655
5.672	50.236	50.000	41.655
5.673	50.240	50.000	41.655
5.674	50.294	50.000	41.655
5.675	50.294	50.000	41.655
5.676	50.219	50.000	41.655
5.677	49.656	50.000	41.655
5.678	49.685	50.000	41.655
5.679	49.818	50.000	41.655
5.680	49.972	50.000	41.655
5.681	50.040	50.000	41.655
5.682	50.219	50.000	41.655
5.683	50.208	50.000	41.655
5.684	50.315	50.000	41.655
5.685	50.405	50.000	41.655
5.686	50.333	50.000	41.655
5.687	50.247	50.000	41.655
5.688	50.208	50.000	41.655
5.689	50.211	50.000	41.655
5.690	50.347	50.000	41.655
5.691	50.373	50.000	41.655
5.692	50.308	50.000	41.655
5.693	50.322	50.000	41.655
5.694	50.394	50.000	41.655
5.695	50.219	50.000	41.655
5.696	50.143	50.000	41.655
5.697	50.208	50.000	41.655
5.698	50.065	50.000	41.655
5.699	50.065	50.000	41.655
5.700	50.147	50.000	41.655
5.701	50.136	50.000	41.655
5.702	50.201	50.000	41.655
5.703	50.154	50.000	41.655
5.704	50.158	50.000	41.655
5.705	50.322	50.000	41.655
5.706	50.108	50.000	41.655
5.707	50.347	50.000	41.655
5.708	50.179	50.000	41.655
5.709	50.197	50.000	41.655
5.710	50.269	50.000	41.655
5.711	50.344	50.000	41.655
5.712	50.276	50.000	41.655
5.713	50.183	50.000	41.655
5.714	50.297	50.000	41.655
5.715	50.362	50.000	41.655
5.716	50.143	50.000	41.655
