tempo	theta	ref	usig
11.280	51.566	30.000	71.545
11.281	51.573	30.000	71.545
11.282	51.558	30.000	71.545
11.283	51.583	30.000	71.545
11.284	51.680	30.000	71.545
11.285	51.637	30.000	71.545
11.286	51.644	30.000	71.545
11.287	51.608	30.000	71.545
11.288	51.594	30.000	71.545
11.289	51.569	30.000	71.545
11.290	51.583	30.000	71.545
11.291	51.605	30.000	71.545
11.292	51.630	30.000	71.545
11.293	51.566	30.000	71.545
11.294	51.562	30.000	71.545
11.295	51.566	30.000	71.545
11.296	51.541	30.000	71.545
11.297	51.562	30.000	71.545
11.298	51.548	30.000	71.545
11.299	51.573	30.000	71.545
11.300	51.612	30.000	71.545
11.301	51.566	30.000	71.545
11.302	51.644	30.000	71.545
11.303	51.569	30.000	71.545
11.304	51.608	30.000	71.545
11.305	51.573	30.000	71.545
11.306	51.619	30.000	71.545
11.307	51.537	30.000	71.545
11.308	51.566	30.000	41.545
11.309	51.587	30.000	41.545
11.310	51.537	30.000	41.545
11.311	51.480	30.000	41.545
11.312	51.541	30.000	41.545
11.313	51.558	30.000	41.545
11.314	51.555	30.000	41.545
11.315	51.533	30.000	41.545
11.316	51.548	30.000	41.545
11.317	51.541	30.000	41.545
11.318	51.541	30.000	41.545
11.319	51.555	30.000	41.545
11.320	51.587	30.000	41.545
11.321	51.598	30.000	41.545
11.322	51.566	30.000	41.545
11.323	51.612	30.000	41.545
11.324	51.594	30.000	41.545
11.325	51.669	30.000	41.545
11.326	51.384	30.000	41.545
11.327	51.455	30.000	41.545
11.328	51.459	30.000	41.545
11.329	51.541	30.000	41.545
11.330	51.541	30.000	41.545
11.331	51.448	30.000	41.545
11.332	51.041	30.000	41.545
11.333	51.270	30.000	41.545
11.334	51.608	30.000	41.545
11.335	51.558	30.000	41.545
11.336	51.583	30.000	41.545
11.337	51.633	30.000	41.545
11.338	51.526	30.000	41.545
11.339	51.594	30.000	41.545
11.340	51.569	30.000	41.545
11.341	51.576	30.000	41.545
11.342	51.566	30.000	41.545
11.343	51.580	30.000	41.545
11.344	51.566	30.000	41.545
11.345	51.655	30.000	41.545
11.346	51.533	30.000	41.545
11.347	51.498	30.000	41.545
11.348	51.519	30.000	41.545
11.349	51.533	30.000	41.545
11.350	51.569	30.000	41.545
11.351	51.448	30.000	41.545
11.352	51.041	30.000	41.545
11.353	51.270	30.000	41.545
11.354	51.494	30.000	41.545
